Gene	MYC_Protein
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.39180878
OC315_OVARY	
OC314_OVARY	-0.363509632
SW1353_BONE	-0.790099248
MDAMB157_BREAST	-0.869519319
LN18_CENTRAL_NERVOUS_SYSTEM	-0.001349316
769P_KIDNEY	0.244663692
786O_KIDNEY	-0.429633368
CAOV3_OVARY	-0.346093344
HEPG2_LIVER	-0.180009516
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
NCIH524_LUNG	1.712164531
NCIH209_LUNG	-0.849455128
MIAPACA2_PANCREAS	0.0764297
MCAS_OVARY	-0.431218751
SBC5_LUNG	-0.619834822
COLO829_SKIN	-0.288385086
VCAP_PROSTATE	-0.332548949
COLO704_OVARY	
IPC298_SKIN	0.561010203
CAPAN2_PANCREAS	-0.228460413
EFM192A_BREAST	0.006670146
HS766T_PANCREAS	-0.732898209
EFO27_OVARY	-0.421380194
A2780_OVARY	-0.324087563
NCIH196_LUNG	-1.197628424
IGROV1_OVARY	-0.207429831
NCIH889_LUNG	-1.01123498
NCIH211_LUNG	0.693055482
HS571T_OVARY	
MDAPCA2B_PROSTATE	-0.505510456
SKMEL24_SKIN	-0.335921525
K029AX_SKIN	1.317395012
HT1376_URINARY_TRACT	-0.317539908
NCIH2171_LUNG	1.552451375
PANC1005_PANCREAS	0.235144949
EVSAT_BREAST	
HS695T_SKIN	-0.643517776
CHL1_SKIN	
LOUNH91_LUNG	1.069567947
LK2_LUNG	0.391894318
TOV21G_OVARY	0.005467887
SKMEL3_SKIN	0.226942867
ASPC1_PANCREAS	0.113629439
OVSAHO_OVARY	0.574180544
NCIH441_LUNG	0.509297808
RERFLCSQ1_LUNG	
NCIH2030_LUNG	-0.323721486
HMCB_SKIN	0.183802967
FUOV1_OVARY	0.770526588
MALME3M_SKIN	-0.713740631
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.210994783
T98G_CENTRAL_NERVOUS_SYSTEM	-0.21092016
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.070625014
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	-0.624934688
HEYA8_OVARY	-0.289383662
NCIH2122_LUNG	-0.383275818
MELJUSO_SKIN	-0.062347188
SW620_LARGE_INTESTINE	0.881313666
HCT116_LARGE_INTESTINE	-0.433110299
VMRCRCZ_KIDNEY	0.067052012
DU145_PROSTATE	0.131629556
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.594850206
L33_PANCREAS	-0.358157313
SKMEL2_SKIN	-0.500484427
A549_LUNG	0.245654233
A172_CENTRAL_NERVOUS_SYSTEM	-0.881106465
NCIH1975_LUNG	0.262279376
COLO679_SKIN	-0.079841219
KP2_PANCREAS	-0.999433196
HUH1_LIVER	0.378875515
MDAMB453_BREAST	-0.787608784
PANC0403_PANCREAS	-0.066358677
TYKNU_OVARY	0.31715837
OVISE_OVARY	-0.207865467
EFM19_BREAST	-0.235602542
MELHO_SKIN	-0.161613041
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.534997128
G361_SKIN	0.320015767
NCIH647_LUNG	0.088326608
GMS10_CENTRAL_NERVOUS_SYSTEM	-0.63898925
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.97110543
HLFA_LUNG	-0.984557575
42MGBA_CENTRAL_NERVOUS_SYSTEM	-0.523047303
KCIMOH1_PANCREAS	
HCC44_LUNG	0.80419474
KYSE70_OESOPHAGUS	0.452106436
1321N1_CENTRAL_NERVOUS_SYSTEM	
GAMG_CENTRAL_NERVOUS_SYSTEM	-0.650675065
NCIH522_LUNG	-0.433959246
EN_ENDOMETRIUM	-0.062347188
PK59_PANCREAS	0.21232288
SNB19_CENTRAL_NERVOUS_SYSTEM	
COLO741_SKIN	-0.079810889
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.226101582
NCIH661_LUNG	0.152047828
LNCAPCLONEFGC_PROSTATE	-0.339376698
LS411N_LARGE_INTESTINE	1.082169463
HCC78_LUNG	0.150866421
YKG1_CENTRAL_NERVOUS_SYSTEM	-0.428473395
ESS1_ENDOMETRIUM	0.061058618
U251MG_CENTRAL_NERVOUS_SYSTEM	-0.956450803
TE11_OESOPHAGUS	-0.041263985
KS1_CENTRAL_NERVOUS_SYSTEM	-0.780103294
HEC1A_ENDOMETRIUM	-1.007972156
TE1_OESOPHAGUS	-0.93254777
JHUEM2_ENDOMETRIUM	-1.519288261
MOGGUVW_CENTRAL_NERVOUS_SYSTEM	
RERFLCAD1_LUNG	-0.578166146
TE5_OESOPHAGUS	-0.284967749
KELLY_AUTONOMIC_GANGLIA	-0.15911942
NCIH1155_LUNG	-0.333729457
TE15_OESOPHAGUS	-0.812362889
ABC1_LUNG	-0.709754299
8MGBA_CENTRAL_NERVOUS_SYSTEM	-0.072811959
NCIH1703_LUNG	0.67968947
AGS_STOMACH	-0.05198058
QGP1_PANCREAS	-0.302576054
DETROIT562_UPPER_AERODIGESTIVE_TRACT	0.000265876
BT474_BREAST	-0.734088889
ACHN_KIDNEY	0.232412326
LOVO_LARGE_INTESTINE	0.989634522
NCIH1581_LUNG	0.624602644
SCABER_URINARY_TRACT	-0.560962116
SKMEL30_SKIN	-0.1121402
OVKATE_OVARY	-0.684468261
22RV1_PROSTATE	0.056314825
C32_SKIN	0.708008527
PANC0327_PANCREAS	-0.087437877
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.546163569
DLD1_LARGE_INTESTINE	
ES2_OVARY	0.339099065
NCIH1395_LUNG	-0.401207412
NCIH1781_LUNG	-0.323884749
LS1034_LARGE_INTESTINE	0.416638983
G402_SOFT_TISSUE	0.484166492
NCIH146_LUNG	0.149843293
SW48_LARGE_INTESTINE	0.756019575
CHP212_AUTONOMIC_GANGLIA	0.063190384
LS180_LARGE_INTESTINE	0.225104989
SW403_LARGE_INTESTINE	-0.485090031
NCIH747_LARGE_INTESTINE	0.206824765
RT4_URINARY_TRACT	-0.661595623
KATOIII_STOMACH	0.128943372
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.736245556
SW1417_LARGE_INTESTINE	0.310156988
SW948_LARGE_INTESTINE	-0.062833093
HS606T_BREAST	
MDAMB415_BREAST	-0.335267929
DMS79_LUNG	-0.982105906
NCIH2106_LUNG	-1.487616867
SW579_THYROID	-0.255644746
MDAMB468_BREAST	-0.499508491
NCIH526_LUNG	-1.418322822
TOV112D_OVARY	0.955526306
BT549_BREAST	
NCIH2196_LUNG	0.589278561
CAL851_BREAST	0.634177974
EFO21_OVARY	0.011347335
A375_SKIN	-0.282527716
HT29_LARGE_INTESTINE	-0.051892649
NCIH446_LUNG	1.10110544
HS294T_SKIN	-0.219517257
SKMEL5_SKIN	-0.066807654
HS944T_SKIN	-0.37721689
TCCPAN2_PANCREAS	0.038372739
DOV13_OVARY	-0.110903519
RMGI_OVARY	0.799777001
PC3_PROSTATE	0.354916725
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.049331383
RT112_URINARY_TRACT	0.412564004
NUGC3_STOMACH	-0.14857499
U87MG_CENTRAL_NERVOUS_SYSTEM	-0.186699911
CAKI2_KIDNEY	-0.359378149
OE19_OESOPHAGUS	0.773705829
KMRC2_KIDNEY	0.451745963
JHH2_LIVER	-0.197822313
IM95_STOMACH	0.420261403
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.21288761
WM2664_SKIN	0.061463496
KMRC1_KIDNEY	-0.689408656
KM12_LARGE_INTESTINE	0.879532904
COLO849_SKIN	
T84_LARGE_INTESTINE	-0.110874592
CALU1_LUNG	0.071922475
LOXIMVI_SKIN	0.002551867
NCIH2170_LUNG	0.218638986
SQ1_LUNG	
AN3CA_ENDOMETRIUM	-0.459157753
NCIH2444_LUNG	-0.388406517
UACC257_SKIN	0.244600571
KYSE510_OESOPHAGUS	0.023529983
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.490319222
HUPT4_PANCREAS	-0.127239762
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	
KYSE30_OESOPHAGUS	-0.852058134
KYSE150_OESOPHAGUS	0.089738555
PSN1_PANCREAS	1.302564428
NCIH1299_LUNG	1.044130283
PATU8988T_PANCREAS	-0.440899117
IGR37_SKIN	-0.102916137
LN443_CENTRAL_NERVOUS_SYSTEM	
SLR23_KIDNEY	
HMEL_BREAST	
OELE_OVARY	
LN235_CENTRAL_NERVOUS_SYSTEM	
BJHTERT_SKIN	
LN428_CENTRAL_NERVOUS_SYSTEM	
SLR24_KIDNEY	
EWS502_BONE	
SALE_LUNG	
HCC2814_LUNG	
SKRC31_KIDNEY	
TIG3TD_LUNG	
TC32_BONE	
SF172_CENTRAL_NERVOUS_SYSTEM	
PRECLH_PROSTATE	
U343_CENTRAL_NERVOUS_SYSTEM	
RCC4_KIDNEY	
LN215_CENTRAL_NERVOUS_SYSTEM	
LN464_CENTRAL_NERVOUS_SYSTEM	
SLR25_KIDNEY	
U178_CENTRAL_NERVOUS_SYSTEM	
F5_CENTRAL_NERVOUS_SYSTEM	
HEKTE_KIDNEY	
SLR26_KIDNEY	
SKRC20_KIDNEY	
SF767_CENTRAL_NERVOUS_SYSTEM	
A1207_CENTRAL_NERVOUS_SYSTEM	
LN319_CENTRAL_NERVOUS_SYSTEM	
HCC364_LUNG	
UMRC6_KIDNEY	
LN382_CENTRAL_NERVOUS_SYSTEM	
IOMMLEE_CENTRAL_NERVOUS_SYSTEM	
UMRC2_KIDNEY	
DFCI024_LUNG	
HCC1897_LUNG	
SLR21_KIDNEY	
LNZ308_CENTRAL_NERVOUS_SYSTEM	
LN340_CENTRAL_NERVOUS_SYSTEM	
HCC827GR5_LUNG	
SLR20_KIDNEY	
HK2_KIDNEY	
EW8_BONE	
UOK101_KIDNEY	
JHESOAD1_OESOPHAGUS	
CH157MN_CENTRAL_NERVOUS_SYSTEM	
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.368339358
SCC25_UPPER_AERODIGESTIVE_TRACT	0.176096873
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
MHHNB11_AUTONOMIC_GANGLIA	-1.034372197
HCC1806_BREAST	
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.332137154
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.898724879
MKN7_STOMACH	0.031588441
SW1710_URINARY_TRACT	-0.342204792
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.749812306
SCC15_UPPER_AERODIGESTIVE_TRACT	-0.499529857
RS5_PLEURA	
NCIH2126_LUNG	-0.574728368
NCIH2141_LUNG	
NCIH1385_LUNG	
HCC827_LUNG	0.308300172
RD_SOFT_TISSUE	-0.713555023
TT_THYROID	0.680331059
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.404309841
HS172T_URINARY_TRACT	
HS834T_SKIN	
TE125T_SOFT_TISSUE	0.612351334
8305C_THYROID	-0.598407803
UACC812_BREAST	-0.047946449
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.689110706
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.277481666
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.424064839
DM3_PLEURA	
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.207245366
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.553526009
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.965031913
CL14_LARGE_INTESTINE	0.264750242
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.200430843
JL1_PLEURA	-0.144374777
CAL148_BREAST	-0.30106083
NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.545421244
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.711533487
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.985901705
CL40_LARGE_INTESTINE	-0.242657818
MDAMB134VI_BREAST	-0.553037561
HCC1500_BREAST	0.287441448
HCC1599_BREAST	1.148460934
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.85002621
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.04111037
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.496534173
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.200906899
RH41_SOFT_TISSUE	-0.274833935
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.048752913
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.545125969
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.020593226
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.314599373
HS698T_LARGE_INTESTINE	0.46463196
UACC893_BREAST	0.555375435
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.895117151
CHP126_AUTONOMIC_GANGLIA	-1.153841043
COLO680N_OESOPHAGUS	-0.516436549
COLO678_LARGE_INTESTINE	-0.882204628
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.376160251
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.418334736
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.603066648
CAL54_KIDNEY	
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.268315897
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.317575215
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.315429288
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.586574893
VMCUB1_URINARY_TRACT	-0.002058649
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.167566222
LXF289_LUNG	0.368838557
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.963176235
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.662315519
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.620549684
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.388392683
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.180274337
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.055959343
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.136677279
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.186325314
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.365814608
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.057247381
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.460855096
CAL78_BONE	-0.541967795
HDQP1_BREAST	-0.060984339
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.686984948
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.487466862
ONCODG1_OVARY	1.231074904
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.666778246
CAL29_URINARY_TRACT	-0.775931101
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.415520797
SCLC21H_LUNG	1.310907695
CALU3_LUNG	0.299457062
NCIH1435_LUNG	-0.222263585
NCIH2009_LUNG	0.546569819
NCIH1869_LUNG	0.630111134
HS852T_SKIN	-0.722853672
HCC1419_BREAST	-0.92300459
BT483_BREAST	-0.463532796
HS281T_BREAST	
HS934T_SKIN	-0.200868406
HCC4006_LUNG	-0.456970867
HCC1428_BREAST	-0.137960812
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.688265708
SHP77_LUNG	0.020762008
TE441T_SOFT_TISSUE	0.039740203
NB1_AUTONOMIC_GANGLIA	0.15056361
HS274T_BREAST	
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.302786781
ZR7530_BREAST	-0.004625658
HS863T_BONE	-0.062347188
NCIH841_LUNG	0.109863852
HS821T_BONE	
NCIH1944_LUNG	-0.528057142
NCIH2405_LUNG	-0.901009081
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.288023984
BEN_LUNG	
COLO320_LARGE_INTESTINE	1.716361402
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.106373298
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.485859162
BFTC905_URINARY_TRACT	1.360236436
BFTC909_KIDNEY	
MHHES1_BONE	-0.192103238
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.162095384
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.992312703
NCIH727_LUNG	-0.026025636
HS343T_BREAST	
HCC2935_LUNG	0.037751938
HS888T_BONE	
MKN45_STOMACH	0.896227294
8505C_THYROID	-0.083674084
KU1919_URINARY_TRACT	-0.16299361
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.991525968
CADOES1_BONE	-0.324287693
S117_SOFT_TISSUE	-0.537941371
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.01226214
COLO677_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.520909438
CAL62_THYROID	0.474323192
LCLC103H_LUNG	0.199501888
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.344592642
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.330404915
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.158931212
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.394935647
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.301586315
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.451992225
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.418754477
LCLC97TM1_LUNG	0.468394539
2313287_STOMACH	-0.527478849
BHT101_THYROID	0.666274146
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.636752802
CAL51_BREAST	-0.777045701
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.299665412
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.538878175
SIMA_AUTONOMIC_GANGLIA	-1.401554247
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.682453645
BC3C_URINARY_TRACT	0.376331928
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.342376894
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.304846385
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.08185996
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.452320012
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.026312946
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.321924564
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
BCPAP_THYROID	-0.708113508
639V_URINARY_TRACT	0.163118212
CL11_LARGE_INTESTINE	0.308323325
TT2609C02_THYROID	0.14878279
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
CL34_LARGE_INTESTINE	0.415464739
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.874409234
CAL120_BREAST	-0.122716725
647V_URINARY_TRACT	-0.074047051
RH18_SOFT_TISSUE	-0.796174593
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.660696107
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.185035756
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.099875924
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-0.28568396
JIMT1_BREAST	0.025143218
ML1_THYROID	-0.46417697
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.179173305
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.17235801
COLO699_LUNG	0.061270998
JHUEM7_ENDOMETRIUM	0.042734372
KP1NL_PANCREAS	
KP1N_PANCREAS	
M059J_CENTRAL_NERVOUS_SYSTEM	
MB157_BREAST	
OE21_OESOPHAGUS	-0.120156788
SF8657_SKIN	
SNUC2B_LARGE_INTESTINE	
NCIH2073_LUNG	0.028574982
HN_UPPER_AERODIGESTIVE_TRACT	
HRT18_LARGE_INTESTINE	
HCT116G9B_ENGINEERED	
HCT116PA_ENGINEERED	
HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
MUTZ2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
LC1_LUNG	
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.167545749
HOP62_LUNG	0.253345872
EKVX_LUNG	-0.296199693
OVCAR5_OVARY	-0.151154464
UO31_KIDNEY	-0.151988451
TK10_KIDNEY	
SF268_CENTRAL_NERVOUS_SYSTEM	0.948733721
SF539_CENTRAL_NERVOUS_SYSTEM	0.276154622
SNB75_CENTRAL_NERVOUS_SYSTEM	0.262998287
HOP92_LUNG	0.037123009
ACCS_URINARY_TRACT	
MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
A427_LUNG	
BT12_SOFT_TISSUE	
C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
CACO2_LARGE_INTESTINE	
HCC2429_LUNG	
HCC2450_LUNG	
HCC461_LUNG	
HCC515_LUNG	
INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
KD_SOFT_TISSUE	
KPMRTRY_SOFT_TISSUE	
MON_SOFT_TISSUE	
NCIH2004RT_SOFT_TISSUE	
NCIH2077_LUNG	
NCIH2882_LUNG	
NCIH2887_LUNG	
NCIH1819_LUNG	
NCIH3122_LUNG	
NHAHTDD_CENTRAL_NERVOUS_SYSTEM	
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
PC9_LUNG	
SKNEP1_BONE	
SKPNDW_BONE	
STM9101_SOFT_TISSUE	
SIHA_CERVIX	
TM87_SOFT_TISSUE	
TTC709_SOFT_TISSUE	
TTC1240_SOFT_TISSUE	
TTC549_SOFT_TISSUE	
TTC642_SOFT_TISSUE	
BT16_SOFT_TISSUE	
CW9019_SOFT_TISSUE	
D384_CENTRAL_NERVOUS_SYSTEM	
D425_CENTRAL_NERVOUS_SYSTEM	
D458_CENTRAL_NERVOUS_SYSTEM	
D556_CENTRAL_NERVOUS_SYSTEM	
JR_SOFT_TISSUE	
MKL1_SKIN	
MKL2_SKIN	
PETA_SKIN	
SMSCTR_SOFT_TISSUE	
SUMB002_CENTRAL_NERVOUS_SYSTEM	
201T_LUNG	
451LU_NS	
A388_SKIN	
A431_SKIN	
ACN	
ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
ASH3_THYROID	
ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
BB30HNC_UPPER_AERODIGESTIVE_TRACT	
BB49HNC_UPPER_AERODIGESTIVE_TRACT	
BB65RCC_KIDNEY	
BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
BE2M17_AUTONOMIC_GANGLIA	
BICR10_UPPER_AERODIGESTIVE_TRACT	
BICR78_UPPER_AERODIGESTIVE_TRACT	
BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
BPH1_PROSTATE	
C33A_CERVIX	
C4I_CERVIX	
CA922_UPPER_AERODIGESTIVE_TRACT	
CAL39_VULVA	
CAL72_BONE	
CAR1_LARGE_INTESTINE	
CASKI_CERVIX	
CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
CHP134_AUTONOMIC_GANGLIA	
CHSA0011_BONE	
CHSA0108_BONE	
CHSA8926_BONE	
COLO824_BREAST	
CORL303_LUNG	
CORL321_PLEURA	
CORL32_LUNG	
CP50MELB_SKIN	
CP66MEL_SKIN	
CP67MEL_SKIN	
CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
CROAP3	
CS1_BONE	
CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
D245MG_CENTRAL_NERVOUS_SYSTEM	
D247MG_CENTRAL_NERVOUS_SYSTEM	
D263MG_CENTRAL_NERVOUS_SYSTEM	
D336MG_CENTRAL_NERVOUS_SYSTEM	
D392MG_CENTRAL_NERVOUS_SYSTEM	
D423MG_CENTRAL_NERVOUS_SYSTEM	
D502MG_CENTRAL_NERVOUS_SYSTEM	
D542MG_CENTRAL_NERVOUS_SYSTEM	
D566MG_CENTRAL_NERVOUS_SYSTEM	
DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
DIFI_LARGE_INTESTINE	
DJM1_SKIN	
DOK_UPPER_AERODIGESTIVE_TRACT	
DOTC24510_CERVIX	
DSH1_URINARY_TRACT	
EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
EGI1_BILIARY_TRACT	
EMCBAC1_LUNG	
EMCBAC2_LUNG	
ES1_BONE	
ES3_BONE	
ES4_BONE	
ES5_BONE	
ES6_BONE	
ES7_BONE	
ES8_BONE	
ESO26_OESOPHAGUS	
ESO51_OESOPHAGUS	
ETK1_BILIARY_TRACT	
EW11_BONE	
EW12_BONE	
EW13_BONE	
EW16_BONE	
EW18_BONE	
EW1_BONE	
EW22_BONE	
EW24_BONE	
EW3_BONE	
EW7_BONE	
FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
FLO1_OESOPHAGUS	
GAK_SKIN	
GEO_LARGE_INTESTINE	
GIMEN_AUTONOMIC_GANGLIA	
GMEL_SKIN	
GOTO_AUTONOMIC_GANGLIA	
GP5D_LARGE_INTESTINE	
GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
GT3TKB_STOMACH	
H2369_PLEURA	
NCIH2595_PLEURA	
NCIH2722_PLEURA	
NCIH2731_PLEURA	
NCIH2795_PLEURA	
NCIH2803_PLEURA	
NCIH2804_PLEURA	
NCIH2810_PLEURA	
NCIH2818_PLEURA	
NCIH2869_PLEURA	
H290_PLEURA	
H3118_UPPER_AERODIGESTIVE_TRACT	
